car_id,name,km_driven,fuel,transmission,mileage,engine,max_power,torque,seats,model
125439,Ford Figo 1.5D Base MT,113000,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,Ford
125440,Maruti Swift Vdi BSIII,188000,Diesel,Manual,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5,Maruti
125441,Ford Figo Diesel Titanium,100000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Ford
125442,Tata Sumo MKII Turbo 2.0 LX,225000,Diesel,Manual,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9,Tata
125443,Mahindra TUV 300 mHAWK100 T8,67000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
125444,Chevrolet Beat Diesel LT Option,70000,Diesel,Manual,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,Chevrolet
125445,Toyota Corolla Altis JS MT,50000,Petrol,Manual,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5,Toyota
125446,Jaguar XF 2.2 Litre Luxury,60000,Diesel,Automatic,16.36 kmpl,2179 CC,187.7 bhp,450Nm@ 2000rpm,5,Jaguar
125447,Volkswagen Ameo 1.5 TDI Comfortline AT,34000,Diesel,Automatic,22.0 kmpl,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5,Volkswagen
125448,Honda City 1.5 GXI,110000,Petrol,Manual,12.8 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5,Honda
125450,Maruti Wagon R LXI,140000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
125451,Honda City Corporate Edition,100000,Petrol,Manual,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5,Honda
125452,Hyundai Grand i10 1.2 Kappa Sportz AT,10000,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
125453,Maruti Celerio ZXI Optional,30000,Petrol,Manual,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125454,Audi Q3 2.0 TDI Quattro Premium Plus,22000,Diesel,Automatic,15.73 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5,Audi
125455,Honda Civic ZX Diesel BSIV,5500,Diesel,Manual,26.8 kmpl,1597 CC,118 bhp,300Nm@ 2000rpm,5,Honda
125456,BMW X1 sDrive20d M Sport,18000,Diesel,Automatic,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5,BMW
125457,Toyota Innova Crysta 2.8 GX AT 8S BSIV,20000,Diesel,Automatic,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8,Toyota
125458,Hyundai Santro Asta BSIV,7000,Petrol,Manual,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5,Hyundai
125459,Force Gurkha Hard Top BS3 4WD,20000,Diesel,Manual,17.0 kmpl,2596 CC,80.8 bhp,230Nm@ 1800-2000rpm,5,Force
125460,Maruti Celerio VXI,4875,Petrol,Manual,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125461,Hyundai Creta 1.6 CRDi AT SX Plus,2700,Diesel,Automatic,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Hyundai
125462,Maruti Vitara Brezza ZDi,58511,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
125463,Ford Figo 1.5D Titanium MT,105000,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,Ford
125464,Mahindra Thar CRDe ABS,26235,Diesel,Manual,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,Mahindra
125465,Tata Nexon 1.5 Revotorq XZ Plus,26766,Diesel,Manual,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5,Tata
125466,MG Hector Sharp DCT Dualtone,1600,Petrol,Automatic,13.96 kmpl,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5,MG
125467,Mercedes-Benz New C-Class C 220 CDI Elegance MT,46000,Diesel,Manual,15.8 kmpl,2148 CC,170 bhp,"42@ 2,000(kgm@ rpm)",5,Mercedes-Benz
125468,Mahindra Marazzo M2 BSIV,23000,Diesel,Manual,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7,Mahindra
125469,Maruti Swift VXI Optional,24522,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
125470,BMW 3 Series 320d,13663,Diesel,Automatic,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,BMW
125471,Skoda Octavia Style Plus 2.0 TDI AT,11000,Diesel,Automatic,19.3 kmpl,1968 CC,141 bhp,320Nm@ 1750-3000rpm,5,Skoda
125472,Maruti Vitara Brezza ZDi Plus,63000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
125473,Volkswagen Polo 1.2 MPI Comfortline,2000,Petrol,Manual,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5,Volkswagen
125474,Mahindra Scorpio VLX 2WD AIRBAG BSIV,300000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Mahindra
125475,Mahindra Logan Diesel 1.5 DLE,190000,Diesel,Manual,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5,Mahindra
125476,Honda City i DTEC E,80000,Diesel,Manual,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,Honda
125477,Honda Jazz Select Edition Active,80000,Petrol,Manual,16.0 kmpl,1198 CC,90 bhp,110(11.2)@ 4800,5,Honda
125478,Maruti Alto K10 LXI,54000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Maruti
125479,Renault KWID 1.0 RXT Optional,30000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,Renault
125480,Maruti Eeco 7 Seater Standard BSIV,5000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7,Maruti
125481,Mahindra TUV 300 T8,58945,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
125482,Ford Figo Diesel Titanium,90000,Diesel,Manual,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Ford
125483,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,375000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,Toyota
125484,Maruti Ertiga VDI,160000,Diesel,Manual,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,Maruti
125485,Volkswagen Polo GT TDI,80000,Diesel,Manual,15.11 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,Volkswagen
125486,Maruti 800 AC BSII,50000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Maruti
125487,Tata Indigo CS LX (TDI) BS-III,80000,Diesel,Manual,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,Tata
125488,Mahindra Bolero 2011-2019 Plus AC,156975,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9,Mahindra
125489,Toyota Corolla Altis 1.4 DGL,5000,Diesel,Manual,21.43 kmpl,1364 CC,86.79 bhp,205Nm@ 1800-2800rpm,5,Toyota
125490,Chevrolet Sail 1.2 LS ABS,50000,Petrol,Manual,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5,Chevrolet
125491,Ford EcoSport 1.5 TDCi Titanium BSIV,27620,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,Ford
125492,Mahindra Scorpio LX,120000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,Mahindra
125493,Mahindra Xylo E8,120000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,Mahindra
125494,Hyundai i20 Active 1.2 S,58000,Petrol,Manual,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,Hyundai
125495,Nissan Sunny XV,50000,Petrol,Manual,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5,Nissan
125496,Maruti Ignis 1.2 AMT Alpha BSIV,40000,Petrol,Automatic,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
125497,Honda WR-V i-VTEC VX,7800,Petrol,Manual,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,Honda
125498,Maruti Alto 800 LXI,50000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125499,Ford Endeavour 2.5L 4X2 MT,68000,Diesel,Manual,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7,Ford
125500,Maruti Ertiga VXI,60000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7,Maruti
125501,Tata Indigo GLS,74000,Petrol,Manual,12.8 kmpl,1396 CC,85 bhp,"12@ 3,500(kgm@ rpm)",5,Tata
125502,Tata New Safari DICOR 2.2 VX 4x2 BS IV,58000,Diesel,Manual,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Tata
125503,Maruti A-Star Vxi,70000,Petrol,Manual,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,Maruti
125504,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,70000,Petrol,Manual,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,Ford
125505,Hyundai i10 Magna,110000,Petrol,Manual,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,Hyundai
125507,Hyundai i20 Sportz 1.4 CRDi,80000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,Hyundai
125508,Maruti Ertiga 1.5 VDI,59000,Diesel,Manual,24.2 kmpl,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm,7,Maruti
125509,Tata Indica V2 eLS,110000,Diesel,Manual,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,Tata
125510,Maruti Celerio ZXI,25000,Petrol,Manual,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125511,Maruti Alto 800 LXI,55000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125512,Maruti Celerio ZDi,25000,Diesel,Manual,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5,Maruti
125513,Mahindra Xylo E4,300000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,Mahindra
125514,Ford Figo 1.5D Titanium MT,143200,Diesel,Manual,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,Ford
125515,Jeep Compass 2.0 Longitude Option BSIV,60000,Diesel,Manual,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,Jeep
125516,Nissan Micra Diesel XV Premium,120000,Diesel,Manual,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5,Nissan
125517,Maruti Ciaz VDi Plus,145000,Diesel,Manual,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
125518,Hyundai i20 2015-2017 Magna 1.2,30000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,Hyundai
125519,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,8000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,Hyundai
125520,Ford Endeavour 2.5L 4X2 MT,170000,Diesel,Manual,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7,Ford
125521,Maruti Swift Dzire LDI,100000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
125522,Maruti Omni 8 Seater BSIV,62000,Petrol,Manual,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5,Maruti
125523,Mahindra XUV500 W8 AWD,110000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
125525,Chevrolet Tavera Neo 3 LS 9 Str BSIII,80000,Diesel,Manual,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9,Chevrolet
125526,Maruti Zen Base,80000,Petrol,Manual,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,Maruti
125527,Maruti Swift Dzire VDI,100000,Diesel,Manual,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
125528,Mahindra Bolero 2011-2019 Plus - AC BSIII,120000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
125529,Maruti Swift Dzire VDI,24000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,Maruti
125530,Mahindra KUV 100 mFALCON D75 K8,80000,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6,Mahindra
125531,Hyundai Verna 1.6 SX CRDi (O),138000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,Hyundai
125532,Maruti Wagon R LXI,147000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
125533,Mahindra TUV 300 mHAWK100 T8 Dual Tone,60000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
125534,Chevrolet Spark 1.0 LS,80000,Petrol,Manual,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,Chevrolet
125535,Maruti Alto 800 LXI,50000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125536,Tata Manza Club Class Quadrajet90 VX,189000,Diesel,Manual,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5,Tata
125537,Volkswagen Vento 1.5 TDI Highline AT,90000,Diesel,Automatic,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5,Volkswagen
125538,Hyundai i20 Sportz 1.4 CRDi,56000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5,Hyundai
125539,BMW 3 Series 320d Luxury Line,140000,Diesel,Automatic,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5,BMW
125540,Maruti Celerio VXI,60000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125541,Mahindra XUV500 W8 4WD,130000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
125542,BMW 3 Series 320d Luxury Plus,140000,Diesel,Automatic,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5,BMW
125543,Tata Manza Club Class Quadrajet90 VX,189000,Diesel,Manual,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5,Tata
125544,Volkswagen Vento 1.5 TDI Highline AT,90000,Diesel,Automatic,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5,Volkswagen
125545,Hyundai i20 Sportz 1.4 CRDi,56000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5,Hyundai
125546,BMW 3 Series 320d Luxury Line,140000,Diesel,Automatic,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5,BMW
125547,Maruti Celerio VXI,60000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125548,Mahindra XUV500 W8 4WD,130000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
125549,BMW 3 Series 320d Luxury Plus,140000,Diesel,Automatic,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5,BMW
125550,Nissan Terrano XE 85 PS,35000,Diesel,Manual,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,Nissan
125551,Nissan Terrano XL 85 PS,35000,Diesel,Manual,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,Nissan
125552,Tata New Safari DICOR 2.2 EX 4x2,156000,Diesel,Manual,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Tata
125553,Maruti Alto 800 LX,90000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125554,Tata Indigo LS,60000,Diesel,Manual,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,Tata
125555,Nissan Terrano XL 110 PS,36000,Diesel,Manual,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5,Nissan
125556,Hyundai EON Era Plus Sports Edition,20000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
125557,Tata New Safari DICOR 2.2 VX 4x2,160000,Diesel,Manual,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7,Tata
125558,Mahindra Scorpio 2.6 Turbo 9 Str,185000,Diesel,Manual,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",9,Mahindra
125559,Tata Indica Vista Terra 1.4 TDI,110000,Diesel,Manual,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,Tata
125560,Renault KWID RXT Optional,10800,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,Renault
125561,Mahindra Bolero 2011-2019 SLE,120000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
125562,Maruti Ignis 1.2 Delta BSIV,15000,Petrol,Manual,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,Maruti
125563,Tata Sumo EX 10/7 Str BSIII,67500,Diesel,Manual,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",10,Tata
125564,Tata Hexa XM,30000,Diesel,Manual,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,Tata
125565,Mahindra KUV 100 mFALCON D75 K8,50000,Diesel,Manual,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6,Mahindra
125566,Mahindra TUV 300 T8,100000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,Mahindra
125567,Mahindra Bolero 2011-2019 DI - AC BS III,150000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,Mahindra
125568,Mahindra XUV500 W10 2WD,110000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
125569,Maruti Alto 800 LXI,30000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125570,Maruti Alto LXi,60000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
125571,Mahindra Xylo D2,255000,Diesel,Manual,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,Mahindra
125572,Chevrolet Optra Magnum 2.0 LT BS3,120000,Diesel,Manual,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5,Chevrolet
125573,Maruti Alto 800 LXI,49900,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Maruti
125574,Tata Manza Aura Quadrajet BS IV,86000,Diesel,Manual,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,Tata
125575,Datsun GO T BSIV,71850,Petrol,Manual,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,Datsun
125576,Fiat Grande Punto EVO 1.3 Dynamic,95000,Diesel,Manual,21.2 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5,Fiat
125577,Maruti Swift Dzire VXi,70000,Petrol,Manual,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,Maruti
125578,Hyundai EON Sportz,35000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
125579,Maruti Swift Dzire VXI,50000,Petrol,Manual,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,Maruti
125580,Mahindra Bolero XL 10 Seater Non AC,120000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Mahindra
125581,Hyundai Elantra CRDi SX,145000,Diesel,Manual,22.7 kmpl,1582 CC,126.2 bhp,259.88Nm@ 1900-2750rpm,5,Hyundai
125583,Mahindra XUV500 W9 2WD,40000,Diesel,Manual,16.0 kmpl,2179 CC,138 bhp,330Nm@ 1600-2800rpm,7,Mahindra
125584,Maruti Baleno Delta 1.3,110000,Diesel,Manual,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
125585,Maruti Wagon R LXI DUO BSIII,112000,LPG,Manual,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5,Maruti
125586,Audi A3 35 TDI Premium Plus,70000,Diesel,Automatic,20.38 kmpl,1968 CC,143 bhp,320Nm@ 1750-3000rpm,5,Audi
125587,Maruti Ritz VDi,110000,Diesel,Manual,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,Maruti
125588,Hyundai Grand i10 1.2 CRDi Asta,29000,Diesel,Manual,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,Hyundai
125589,Maruti Wagon R VXI BS IV,60000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Maruti
125591,Maruti 800 Std BSII,46000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Maruti
125592,Mahindra Scorpio VLS AT 2.2 mHAWK,120000,Diesel,Automatic,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Mahindra
125593,Maruti Wagon R VXI Optional,80000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125594,Toyota Innova 2.5 VX 7 STR,159000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7,Toyota
125595,Mahindra Bolero 2011-2019 SLE,110000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,Mahindra
125596,Maruti Alto LXi,75000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Maruti
125597,Maruti Swift Dzire LDi,120000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,Maruti
125598,Honda City 1.5 V Inspire,110000,Petrol,Manual,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5,Honda
125599,Chevrolet Spark 1.0 LS,80000,Petrol,Manual,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,Chevrolet
125600,Hyundai EON Magna Plus,80000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Hyundai
125602,Nissan Sunny Diesel XL,71000,Diesel,Manual,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,Nissan
125603,Mahindra XUV500 W6 2WD,108000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,Mahindra
125604,Renault Duster 85PS Diesel RxL,75000,Diesel,Manual,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5,Renault
125605,Maruti Ciaz Delta BSIV,22000,Petrol,Manual,21.56 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm,5,Maruti
125606,Audi Q5 3.0 TDI Quattro,76131,Diesel,Automatic,13.22 kmpl,2967 CC,241.4 bhp,580Nm@ 1400-3250rpm,5,Audi
125607,Hyundai i20 1.2 Asta,30000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,Hyundai
125608,Audi Q7 3.0 TDI Quattro,65000,Diesel,Automatic,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7,Audi
125609,Mahindra Scorpio S3 9 Seater BSIV,60000,Diesel,Manual,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7,Mahindra
125610,Volkswagen Polo Diesel Highline 1.2L,80000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,Volkswagen
125611,Honda Accord V6 AT,80000,Petrol,Automatic,9.0 kmpl,2997 CC,218 bhp,196Nm@ 5000rpm,5,Honda
125612,Audi Q7 3.0 TDI Quattro Premium Plus,70000,Diesel,Automatic,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7,Audi
125613,Maruti Vitara Brezza VDi,51777,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,Maruti
125614,Land Rover Freelander 2 TD4 HSE,64788,Diesel,Automatic,0.0 kmpl,2179 CC,115 bhp,400 Nm /2000 rpm,5,Land
125615,Honda Amaze V Petrol BSIV,20000,Petrol,Manual,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,Honda
125616,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,19000,Petrol,Manual,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5,Volkswagen
125617,Daewoo Matiz SS,46951,Petrol,Manual,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5,Daewoo
125618,Datsun GO T BSIV,19000,Petrol,Manual,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,Datsun
125619,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,50000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,Ford
125620,Hyundai Creta 1.6 CRDi SX Option,60000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Hyundai
125621,Renault Duster 110PS Diesel RxL,100000,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,Renault
125622,Maruti Zen LXI,10000,Petrol,Manual,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,Maruti
125623,Maruti Swift VDI,50000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Maruti
125624,Maruti Wagon R Stingray VXI,74537,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Maruti
125625,Maruti SX4 ZXI AT,90000,Petrol,Automatic,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5,Maruti
